window_ID,timestep,open,volatility,volume,target
94,1,-0.4605250511254082,2.683503221150977,-0.24480971935649293,0
94,2,-0.46730203631121436,3.110577304104309,-0.4083757616743228,0
94,3,-0.4746283406047056,0.5479372894838352,-0.3026560178367114,0
94,4,-0.47755897411433973,2.640750192245531,-0.13549899832109819,0
94,5,-0.484015395058724,-0.79747967503449,-0.32934926087088645,1
94,6,-0.48268744301590244,-0.6479744184657514,-0.43135926586274614,1
94,7,-0.47957374971713895,-0.4771578197444508,-0.3203452527709616,1
94,8,-0.47755897411433973,0.1694817424504156,-0.3594553386308921,0
94,9,-0.47957374971713895,1.40215062769066,-0.45313327642580636,0
94,10,-0.48259591312133776,-0.43446996313916586,-0.37090021112722144,0
94,11,-0.48122212626108535,1.0177644013426128,-0.4192987079808961,0
94,12,-0.4847022186187016,-0.6480395907659122,-0.34147857549629723,1
94,13,-0.48122212626108535,-0.5625335329550207,-0.365674698616609,0
94,14,-0.481039066471956,0.8041296014157058,-0.2401623885530954,0
94,15,-0.48360330092273734,-0.6480395907659122,-0.49159017322191034,1
94,16,-0.4815885253199382,-0.8188561894872128,-0.4192799561417431,0
94,17,-0.4801232085651211,0.46249640397310454,-0.47149445226303605,1
94,18,-0.482504243486476,-0.4771578197444508,-0.4711412926256561,1
94,19,-0.4792073506582862,-0.4771578197444508,-0.5226338429395617,1
94,20,-0.47856636191573937,-0.8188561894872128,-0.21231590741101605,1
94,21,-0.47472001023956734,-0.5199108486498966,-0.4858083561497614,0
94,22,-0.47444528081557624,-0.13552462230184956,-0.46204665063649214,0
94,23,-0.4757273980409669,-0.540374950900369,-0.4984689728845048,1
94,24,-0.4742620812861499,-0.7334153039764821,-0.49064320534468814,0
94,25,-0.47371262243816775,0.03535714871961182,-0.49353411388076257,0
94,26,-0.4749947396635584,0.16348589083562748,-0.5185553179238027,0
94,27,-0.4760936573595227,-0.3917169342337201,-0.49398103271390703,0
94,28,-0.4768263157369312,-0.6479744184657514,-0.5054571582754913,1
94,29,-0.47627685688894905,-0.6471923508638225,-0.4951811504196936,1
94,30,-0.4757273980409669,-0.7334804762766429,-0.5086887252228437,1
94,31,-0.4742620812861499,-0.6907274473711972,-0.49021816365722204,0
94,32,-0.47371262243816775,-0.2209003355124195,-0.46941924873011337,0
94,33,-0.4742620812861499,-0.6480395907659122,-0.5068041653879757,1
94,34,-0.4741705513915852,-0.8188561894872128,-0.47368216683087616,1
94,35,-0.4715146473059421,-0.09277159339640384,-0.4921246006377684,0
94,36,-0.4711483879873864,0.4197433750676588,-0.16197346989848924,1
94,37,-0.47261370474220343,-0.7334804762766429,-0.41706723912169913,1
94,38,-0.47078198892853357,-0.6479744184657514,-0.4396569546879112,1
94,39,-0.4696830712325693,-0.8188561894872128,0.23827516090091316,1
94,40,-0.46620297887495304,-0.4771578197444508,-0.4232615966552122,0
94,41,-0.4658367195563973,0.12079803423034251,-0.46535009963393076,0
94,42,-0.4669356372523616,-0.4771578197444508,-0.5315284653110947,0
94,43,-0.46766829562977014,0.46249640397310454,-0.4394163060854488,0
94,44,-0.4691336123845872,0.5478721171836745,-0.47573549321812036,0
94,45,-0.47169784683536853,-0.6480395907659122,-0.46910046746451384,1
94,46,-0.47206410615392425,-0.7334153039764821,-0.5053540231601502,1
94,47,-0.47133144777651576,-0.7761031605817671,-0.5110389557300091,0
94,48,-0.47059892913940427,0.7187538882051359,-0.49872837332612013,0
94,49,-0.47407888175672347,-0.30627604872298947,-0.4954999316852932,0
94,50,-0.47435361118071456,0.5052494328785503,-0.3689093908704869,0
94,51,-0.47627685688894905,-0.5625987052551815,-0.47499167026505473,0
94,52,-0.476461873042237,-0.3926293464359705,-0.39548074695016805,0
94,53,-0.47737577458491337,-0.4771578197444508,-0.39394309613962897,0
94,54,-0.47737577458491337,-0.30627604872298947,-0.45344580707835497,0
94,55,-0.47810843296232186,-0.13545945000168882,-0.4980220540513603,0
94,56,-0.47957374971713895,-0.8188561894872128,-0.47687623009992275,1
94,57,-0.47957374971713895,-0.13545945000168882,-0.3861985865694749,0
94,58,-0.47929902029314786,-0.0073307078856731525,-0.476157409599061,1
94,59,-0.4803064080945475,-0.5625987052551815,-0.4727039458883991,1
94,60,-0.4790242908691568,-0.7420180475976998,-0.4798608978317618,1
94,61,-0.47767439959969915,-0.33879702650319893,-0.48272992922215785,0
94,62,-0.47774217364376614,-0.09277159339640384,-0.45730243533080456,0
94,63,-0.4790242908691568,-0.3917821065338809,-0.48904617371016484,1
94,64,-0.4792073506582862,-0.8188561894872128,-0.46759094441270416,1
94,65,-0.4772842446903487,-0.7334153039764821,-0.47031933700945333,0
94,66,-0.4772842446903487,-0.5625987052551815,-0.49446858053188286,1
94,67,-0.4776505040089044,-0.7761031605817671,-0.4975407568464355,1
94,68,-0.47691784563149586,-0.5625335329550207,-0.43891625704137105,1
94,69,-0.47554419851154056,-0.4771578197444508,-0.3994936405288919,0
94,70,-0.47490320976899375,-0.007395880185833892,-0.35666443990363317,0
94,71,-0.47655158631294015,0.07811017762505754,-0.3678499119583472,0
94,72,-0.4784748320211747,0.24892677634635818,-0.3567206954210919,1
94,73,-0.4801232085651211,-0.7334153039764821,-0.4288902737076123,1
94,74,-0.476002127464958,-0.8188561894872128,-0.4011969325852817,1
94,75,-0.4741705513915852,0.03535714871961182,-0.3894645318886077,0
94,76,-0.47539397769221686,-0.15084011283962356,-0.25511072966449444,0
94,77,-0.47646005641837547,1.701095968527976,0.37111006415364023,0
61,1,0.2902493981323752,2.1709230803867534,-0.33439975621607165,1
61,2,0.29684318378875496,-0.8188561894872128,-0.4520612962875647,1
61,3,0.32413404458081185,-0.47722299204461155,-0.5327254577103557,1
61,4,0.33164368814402656,-0.8188561894872128,-0.3820356782775277,1
61,5,0.34245008479513406,2.0000413093652925,-0.4614590930097008,0
61,6,0.3367721570455892,4.562746496285927,-0.45400211163989146,0
61,7,0.3250499024876468,0.37705551846237384,-0.38691740707033667,1
61,8,0.32715620798501066,0.4197433750676588,-0.4674253031668534,0
61,9,0.3250480858637852,0.3762082785602842,-0.4765668247538996,1
61,10,0.3264235496076021,0.32068147882333337,-0.3643526939563285,0
61,11,0.3245004436396646,-0.3917169342337201,-0.49367787798093493,0
61,12,0.3254163015464996,2.0821584075678254,-0.3401628214490677,0
61,13,0.32065409196349265,-0.7334153039764821,-0.4520487950614628,1
61,14,0.32257719793143014,0.07804500532489679,-0.4745978816428435,1
61,15,0.32431724411023827,0.29161463295164314,-0.5175958488204785,0
61,16,0.3239509847916825,0.29167980525180387,-0.5366820957716208,0
61,17,0.32230246850743904,4.391929897564626,-0.39017710177641846,0
61,18,0.31314444840027794,1.3167097421799292,-0.4726351891448384,0
61,19,0.31347046251328464,1.725014202686968,-0.5202304822214631,1
61,20,0.3113641570159208,-0.6241213566069205,-0.5467393321706345,1
61,21,0.31787004602545904,0.01828200607749783,-0.5313065685477851,1
61,22,0.32138675034090114,-0.7334153039764821,-0.5434327578666704,0
61,23,0.323218326414274,0.03535714871961182,-0.5467799611554658,0
61,24,0.3219362091888833,0.6324657627923155,-0.5467768358489403,0
61,25,0.318456116831267,1.5729672264119605,-0.5505397049056253,1
61,26,0.3125949895522958,-0.8188561894872128,-0.543057721083612,1
61,27,0.318456116831267,-0.7334153039764821,-0.5522398716554897,1
61,28,0.3246653371901781,-0.40025450555477715,-0.5418513527647746,0
61,29,0.32367625536769146,-0.6052865618604665,-0.5529524415433005,1
61,30,0.32376778526225614,0.2062389197410732,-0.5568684506197342,0
61,31,0.3248667029582204,0.47527017480460965,-0.5506553412470683,1
61,32,0.3230351268848476,-0.8188561894872128,-0.5266186087595562,1
61,33,0.32651521924246385,0.03535714871961182,-0.5399511663972791,0
61,34,0.32651521924246385,-0.13545945000168882,-0.5305846227403979,0
61,35,0.32633201971303744,-0.05008373679111887,-0.4911307531626639,1
61,36,0.3256910309704906,-0.7334153039764821,-0.5487645307991493,1
61,37,0.32633201971303744,-0.2209003355124195,-0.5178021190511606,0
61,38,0.3257825608650553,-0.06116302781844474,-0.5650004981990486,1
61,39,0.3261488201836111,-0.5625987052551815,-0.5375853093574863,0
61,40,0.32669841877189026,-0.30627604872298947,-0.5545119694995179,0
61,41,0.32514143238221144,-0.5199108486498966,-0.555040146302325,1
61,42,0.3248667029582204,-0.6480395907659122,-0.5692634162998114,1
61,43,0.3254163015464996,-0.30627604872298947,-0.5607219535656583,1
61,44,0.32633201971303744,-0.8188561894872128,-0.35392667138730755,0
61,45,0.3276141369384281,-0.05008373679111887,-0.22988950600382327,1
61,46,0.32678994866645494,0.07811017762505754,-0.5659880950611021,1
61,47,0.32953738264666266,0.5051842605783895,-0.5499115182940026,0
61,48,0.3272478776198724,1.40215062769066,-0.45443965455345947,0
61,49,0.3245004436396646,-0.8188561894872128,-0.5402761982759297,1
61,50,0.32559936133562895,-0.7334804762766429,-0.5658693334131336,1
61,51,0.3257825608650553,-0.4771578197444508,-0.5432733672338707,1
61,52,0.3261488201836111,-0.8188561894872128,-0.4908400996557937,1
61,53,0.327064678090446,-0.5625987052551815,-0.5440453179456657,0
61,54,0.3277973364678545,0.37705551846237384,-0.5470862411949634,1
61,55,0.32633201971303744,-0.7334153039764821,-0.5498990170679007,1
61,56,0.32798053599728094,-0.2209003355124195,-0.567460114434606,1
61,57,0.32761595356228973,-0.8188561894872128,-0.5011036062854894,1
61,58,0.3331090048988436,1.743848997433422,-0.40700687741616004,0
61,59,0.32798053599728094,-0.30627604872298947,-0.5456673520323928,0
61,60,0.32743093740900175,-0.3063412210231502,-0.5152424930067876,1
61,61,0.3277973364678545,-0.4771578197444508,-0.5347381551127687,1
61,62,0.32816541241027186,-0.7326332363745532,-0.46229980046505653,1
61,63,0.3288047242692541,-0.7761031605817671,-0.5482707323681226,1
61,64,0.3341163927002432,0.33352042195499926,-0.485792729617134,0
61,65,0.33384166327625214,-0.2209003355124195,-0.20436200230365445,0
61,66,0.33301733526398186,0.3343024895569281,-0.5011036062854894,0
61,67,0.33081949987205334,-0.26358819211770446,-0.5271405349493125,0
61,68,0.3310942292960444,-0.5625987052551815,-0.45176751747416904,0
61,69,0.33054477044806224,-0.5625987052551815,-0.49807830956881904,1
61,70,0.3307278302371916,-0.3917821065338809,-0.46179662611445327,0
61,71,0.3312774288254708,-0.13545945000168882,-0.48859300426396934,0
61,72,0.33017837138920947,0.12079803423034251,-0.5156519081616263,0
61,73,0.3285299948452631,1.3167097421799292,-0.483354990527255,0
61,74,0.3248667029582204,0.12079803423034251,-0.4765136945429664,1
61,75,0.32468364316909104,-0.13545945000168882,-0.4616872403860613,1
61,76,0.32798053599728094,0.5052494328785503,-0.23937793661519843,0
61,77,0.3252331020170732,-0.5625987052551815,-0.12342906451967166,1
64,1,0.02704798968635544,-0.8188561894872128,-0.4074131672644732,1
64,2,0.030527942303674664,2.5126214501295157,-0.46287173155922046,1
64,3,0.041883937543061356,2.427180564618785,-0.45630858785570005,1
64,4,0.03767118680803656,-0.5625987052551815,-0.37440367974229116,1
64,5,0.04536402990067763,4.477370783075357,-0.49469985321476884,0
64,6,0.0454555597952423,0.3343676618570889,-0.405566111107911,0
64,7,0.04417344256985163,2.128235223781469,-0.46444688604806533,0
64,8,0.039319703092280014,2.939760705383008,-0.4429541530722988,0
64,9,0.030725814564290816,0.38389860997925157,-0.4266681807679918,1
64,10,0.030527942303674664,1.4875263409012298,-0.4052192020835821,1
64,11,0.034374293979846676,-0.8188561894872128,-0.4257680924886519,1
64,12,0.035106952357255215,-0.6480395907659122,-0.4855052014167893,1
64,13,0.03858704471487148,0.8041947737158666,-0.5210836909029207,1
64,14,0.038770244244297876,-0.30627604872298947,-0.4762886724731314,1
64,15,0.04096807963622643,0.6333130026944052,-0.4930871950476181,0
64,16,0.03977763204569748,-0.7761031605817671,-0.43768801157685505,1
64,17,0.04151767822450562,-0.7334153039764821,-0.4617466212100455,1
64,18,0.044448171993842704,0.7187538882051359,-0.5452923152493345,1
64,19,0.04408191267528696,-0.7761031605817671,-0.5133548078653941,1
64,20,0.04481443131239845,0.3343024895569281,-0.40024683940153405,1
64,21,0.045180830371251236,-0.8188561894872128,-0.5071291972666262,1
64,22,0.04811132414058832,0.7187538882051359,-0.5263185793331097,0
64,23,0.04609668827808616,1.743848997433422,-0.5491270663561058,1
64,24,0.04371551361643417,-0.6480395907659122,-0.5027787705831499,1
64,25,0.04682920691519765,-0.5625987052551815,-0.46109343214621895,1
64,26,0.051408216968778196,0.7187538882051359,-0.4018001167447005,0
64,27,0.048294523670014716,0.03535714871961182,-0.5383572600692813,1
64,28,0.05030929927281392,0.37705551846237384,-0.5506990955384251,1
64,29,0.048843982517996855,-0.6480395907659122,-0.5452548115710287,1
64,30,0.05049249880224032,-0.3917169342337201,-0.5350506857653172,1
64,31,0.05122515717964885,-0.8188561894872128,-0.5299783132744537,0
64,32,0.05378939163043019,1.2313340289693593,-0.5260091739870866,0
64,33,0.05049249880224032,-0.4771578197444508,-0.5342412313752164,0
64,34,0.05305673325302166,2.1709230803867534,-0.40695374720522676,0
64,35,0.04801979424602365,0.6760660315998509,-0.521921273051751,0
64,36,0.046371417702077235,1.4448384842959447,-0.49218085615522716,0
64,37,0.04334925429787843,-0.4771578197444508,-0.49249963742082675,0
64,38,0.04426497246441631,0.7187538882051359,-0.4076788183191395,0
64,39,0.04279979544989629,0.12079803423034251,-0.5312971926282086,0
64,40,0.042067137072487756,0.9741641325350775,-0.4842894571783753,0
64,41,0.041883937543061356,0.03535714871961182,-0.5333223912567235,0
64,42,0.04133447869507922,-0.3917169342337201,-0.5092700322365841,1
64,43,0.0422501968616171,-0.3917821065338809,-0.3493168442622158,1
64,44,0.046418929403072635,-0.41224620878435336,-0.4314155213802049,1
64,45,0.04975984042483178,-0.8188561894872128,-0.47530420091760334,1
64,46,0.05232407487561313,-0.3063412210231502,-0.46434687623924975,0
64,47,0.05214087534618673,0.29161463295164314,-0.517605224740055,1
64,48,0.05214087534618673,-0.13552462230184956,-0.4884179870985422,1
64,49,0.05543776817437661,-0.05008373679111887,-0.4909651119168132,1
64,50,0.055895697127794075,-0.7761683328819279,-0.4837581550690427,1
64,51,0.05836840168401074,-0.8188561894872128,-0.39026773566565753,1
64,52,0.060932636134792086,-0.2209003355124195,-0.5061103473393178,0
64,53,0.060932636134792086,-0.05001856449095812,-0.5288532029252787,0
64,54,0.06065790671080101,0.1635510631357882,-0.5016380337013475,1
64,55,0.06102416602935676,-0.43446996313916586,-0.434265800931448,0
64,56,0.0635884004801381,2.1273228115792184,-0.5366008378019582,0
64,57,0.059467319379975014,0.46249640397310454,-0.5284406624639145,0
